NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN		35	0.42089924	1.1893637	0.1993988	1.0	1.0	1092	tags=51%, list=35%, signal=78%	
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN		21	0.45063862	1.1891218	0.2281059	1.0	1.0	1100	tags=52%, list=35%, signal=80%	
GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP	GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP		27	0.43388432	1.189056	0.21471775	1.0	1.0	1118	tags=56%, list=35%, signal=85%	
GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP		17	0.4569612	1.1889806	0.23897436	1.0	1.0	692	tags=35%, list=22%, signal=45%	
GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN	GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN		15	0.47271526	1.188539	0.26597938	1.0	1.0	676	tags=27%, list=21%, signal=34%	
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN		21	0.44563884	1.1885084	0.226762	1.0	1.0	203	tags=19%, list=6%, signal=20%	
GSE9037_WT_VS_IRAK4_KO_BMDM_DN	GSE9037_WT_VS_IRAK4_KO_BMDM_DN		27	0.43029156	1.1884375	0.1989899	1.0	1.0	1025	tags=48%, list=32%, signal=71%	
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_UP	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_UP		46	0.4079447	1.1884168	0.186	1.0	1.0	510	tags=26%, list=16%, signal=31%	
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN		36	0.41824538	1.1882342	0.195	1.0	1.0	896	tags=36%, list=28%, signal=50%	
GSE4984_GALECTIN1_VS_LPS_STIM_DC_UP	GSE4984_GALECTIN1_VS_LPS_STIM_DC_UP		38	0.41839767	1.187977	0.202	1.0	1.0	1382	tags=61%, list=44%, signal=106%	
GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN	GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN		21	0.44933978	1.18772	0.21522842	1.0	1.0	700	tags=29%, list=22%, signal=36%	
GSE2585_CTEC_VS_THYMIC_DC_UP	GSE2585_CTEC_VS_THYMIC_DC_UP		33	0.41970178	1.187616	0.21743487	1.0	1.0	883	tags=42%, list=28%, signal=58%	
GSE39556_CD8A_DC_VS_NK_CELL_UP	GSE39556_CD8A_DC_VS_NK_CELL_UP		45	0.40587556	1.1874894	0.171	1.0	1.0	1110	tags=49%, list=35%, signal=74%	
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP	GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP		48	0.40680012	1.1869036	0.192	1.0	1.0	523	tags=27%, list=17%, signal=32%	
GSE21927_SPLENIC_C26GM_TUMOROUS_VS_4T1_TUMOR_MONOCYTES_UP	GSE21927_SPLENIC_C26GM_TUMOROUS_VS_4T1_TUMOR_MONOCYTES_UP		22	0.4444699	1.18658	0.22560975	1.0	1.0	657	tags=41%, list=21%, signal=51%	
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		29	0.42745924	1.1864669	0.2334004	1.0	1.0	615	tags=34%, list=19%, signal=42%	
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN	GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN		24	0.43833154	1.1864045	0.22865854	1.0	1.0	637	tags=29%, list=20%, signal=36%	
GSE13229_MATURE_VS_INTMATURE_NKCELL_UP	GSE13229_MATURE_VS_INTMATURE_NKCELL_UP		16	0.4614841	1.1862355	0.25925925	1.0	1.0	1307	tags=69%, list=41%, signal=117%	
GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP	GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP		46	0.40570575	1.1861467	0.178	1.0	1.0	839	tags=37%, list=27%, signal=50%	
GSE20715_0H_VS_24H_OZONE_LUNG_UP	GSE20715_0H_VS_24H_OZONE_LUNG_UP		41	0.41244873	1.1859293	0.17917918	1.0	1.0	717	tags=37%, list=23%, signal=47%	
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN	GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN		34	0.41724855	1.1858389	0.21664995	1.0	1.0	637	tags=29%, list=20%, signal=36%	
GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP	GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP		50	0.4111441	1.1854469	0.182	1.0	1.0	384	tags=26%, list=12%, signal=29%	
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP		21	0.44331294	1.184765	0.23649338	1.0	1.0	1382	tags=62%, list=44%, signal=109%	
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_UP	GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_UP		35	0.41820073	1.1842922	0.2022022	1.0	1.0	657	tags=31%, list=21%, signal=39%	
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP		21	0.44529444	1.1840185	0.24242425	1.0	1.0	1008	tags=48%, list=32%, signal=69%	
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_DN	GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_DN		18	0.44701582	1.1839892	0.2676923	1.0	1.0	354	tags=22%, list=11%, signal=25%	
GSE17721_12H_VS_24H_CPG_BMDC_UP	GSE17721_12H_VS_24H_CPG_BMDC_UP		24	0.43669444	1.1839132	0.23131312	1.0	1.0	758	tags=42%, list=24%, signal=54%	
GSE3982_MAST_CELL_VS_TH1_DN	GSE3982_MAST_CELL_VS_TH1_DN		44	0.40910658	1.1838603	0.185	1.0	1.0	939	tags=41%, list=30%, signal=57%	
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN	GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN		33	0.42011333	1.1830266	0.19338678	1.0	1.0	525	tags=27%, list=17%, signal=32%	
GSE39556_CD8A_DC_VS_NK_CELL_DN	GSE39556_CD8A_DC_VS_NK_CELL_DN		29	0.4235024	1.182872	0.21564694	1.0	1.0	1228	tags=52%, list=39%, signal=84%	
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP	GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP		53	0.40620404	1.1824368	0.171	1.0	1.0	615	tags=28%, list=19%, signal=35%	
GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN	GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN		44	0.40797234	1.1821387	0.18	1.0	1.0	694	tags=34%, list=22%, signal=43%	
GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN	GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN		41	0.40893555	1.1820954	0.211	1.0	1.0	451	tags=24%, list=14%, signal=28%	
GSE12366_GC_VS_MEMORY_BCELL_UP	GSE12366_GC_VS_MEMORY_BCELL_UP		24	0.4318673	1.1820275	0.244713	1.0	1.0	959	tags=42%, list=30%, signal=59%	
GSE13229_IMM_VS_INTMATURE_NKCELL_UP	GSE13229_IMM_VS_INTMATURE_NKCELL_UP		23	0.43647462	1.1817313	0.24064712	1.0	1.0	1347	tags=61%, list=43%, signal=105%	
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP		40	0.41420624	1.1812316	0.18218218	1.0	1.0	100	tags=15%, list=3%, signal=15%	
GSE17721_CTRL_VS_CPG_24H_BMDC_DN	GSE17721_CTRL_VS_CPG_24H_BMDC_DN		40	0.41335258	1.1812153	0.189	1.0	1.0	974	tags=43%, list=31%, signal=61%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP	GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP		21	0.43736112	1.1811984	0.24186991	1.0	1.0	725	tags=43%, list=23%, signal=55%	
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN	GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN		21	0.44223738	1.1808404	0.25754526	1.0	1.0	1373	tags=71%, list=43%, signal=126%	
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_UP		27	0.42773384	1.180631	0.21485944	1.0	1.0	1112	tags=48%, list=35%, signal=74%	
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP		30	0.4213209	1.1795955	0.2214429	1.0	1.0	1229	tags=53%, list=39%, signal=86%	
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_DN	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_DN		37	0.41503173	1.1794994	0.19959879	1.0	1.0	807	tags=41%, list=26%, signal=54%	
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN	GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN		26	0.43183833	1.1788918	0.23939393	1.0	1.0	467	tags=31%, list=15%, signal=36%	
GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP	GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP		45	0.4081051	1.1786231	0.194	1.0	1.0	1213	tags=51%, list=38%, signal=82%	
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_DN	GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_DN		51	0.40400013	1.1786039	0.172	1.0	1.0	740	tags=31%, list=23%, signal=40%	
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_UP	GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_UP		27	0.42745447	1.1784037	0.24395162	1.0	1.0	951	tags=41%, list=30%, signal=58%	
GSE24142_DN2_VS_DN3_THYMOCYTE_DN	GSE24142_DN2_VS_DN3_THYMOCYTE_DN		51	0.40152493	1.1778973	0.182	1.0	1.0	1228	tags=51%, list=39%, signal=82%	
GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP	GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP		25	0.43346322	1.1778892	0.23100305	1.0	1.0	1279	tags=56%, list=41%, signal=93%	
GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP		43	0.40643582	1.1777836	0.18418418	1.0	1.0	1387	tags=58%, list=44%, signal=102%	
GSE33424_CD161_HIGH_VS_INT_CD8_TCELL_DN	GSE33424_CD161_HIGH_VS_INT_CD8_TCELL_DN		40	0.41313177	1.1773114	0.195	1.0	1.0	684	tags=38%, list=22%, signal=47%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP		80	0.39028236	1.1771135	0.142	1.0	1.0	1040	tags=40%, list=33%, signal=58%	
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP	GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP		35	0.4152935	1.1770859	0.1997992	1.0	1.0	931	tags=43%, list=29%, signal=60%	
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN	GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN		29	0.4251101	1.1770742	0.21485944	1.0	1.0	974	tags=41%, list=31%, signal=59%	
GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP	GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP		88	0.3873849	1.1769917	0.136	1.0	1.0	1163	tags=49%, list=37%, signal=75%	
GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN	GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN		40	0.41383216	1.1769375	0.194	1.0	1.0	836	tags=40%, list=26%, signal=54%	
GSE12366_GC_VS_MEMORY_BCELL_DN	GSE12366_GC_VS_MEMORY_BCELL_DN		46	0.4087734	1.1766845	0.188	1.0	1.0	1343	tags=63%, list=43%, signal=108%	
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP		38	0.40971908	1.176651	0.22522523	1.0	1.0	839	tags=39%, list=27%, signal=53%	
GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP	GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP		19	0.44559073	1.1766034	0.2387755	1.0	1.0	1022	tags=53%, list=32%, signal=77%	
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_DN	GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_DN		47	0.40357703	1.17606	0.195	1.0	1.0	488	tags=28%, list=15%, signal=32%	
GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_DN	GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_DN		34	0.42065695	1.1759062	0.21042085	1.0	1.0	937	tags=35%, list=30%, signal=50%	
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_DN	GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_DN		40	0.40689066	1.1752224	0.197	1.0	1.0	938	tags=43%, list=30%, signal=60%	
GSE22886_NAIVE_VS_MEMORY_TCELL_UP	GSE22886_NAIVE_VS_MEMORY_TCELL_UP		51	0.40306783	1.1749504	0.18718718	1.0	1.0	1204	tags=55%, list=38%, signal=87%	
GSE8835_HEALTHY_VS_CLL_CD8_TCELL_UP	GSE8835_HEALTHY_VS_CLL_CD8_TCELL_UP		40	0.4105054	1.174862	0.19739479	1.0	1.0	475	tags=23%, list=15%, signal=26%	
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP	GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP		30	0.42242116	1.1747512	0.21943888	1.0	1.0	1158	tags=57%, list=37%, signal=89%	
GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP		36	0.41517186	1.173913	0.19739479	1.0	1.0	618	tags=31%, list=20%, signal=38%	
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN		39	0.40904745	1.1728203	0.2042042	1.0	1.0	407	tags=21%, list=13%, signal=23%	
GSE3982_DC_VS_BCELL_DN	GSE3982_DC_VS_BCELL_DN		49	0.40270925	1.1727647	0.177	1.0	1.0	982	tags=41%, list=31%, signal=58%	
GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_UP	GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_UP		25	0.42988917	1.171942	0.23630832	1.0	1.0	1169	tags=60%, list=37%, signal=95%	
GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP	GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP		25	0.42932564	1.1719315	0.24397591	1.0	1.0	986	tags=48%, list=31%, signal=69%	
GSE21927_SPLEEN_MONOCYTE_VS_GMCSF_GCSF_BONE_MARROW_UP	GSE21927_SPLEEN_MONOCYTE_VS_GMCSF_GCSF_BONE_MARROW_UP		39	0.40942046	1.1715773	0.207	1.0	1.0	977	tags=44%, list=31%, signal=62%	
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN		51	0.40490898	1.171378	0.18018018	1.0	1.0	943	tags=39%, list=30%, signal=55%	
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN	GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN		33	0.41423115	1.1713191	0.23847695	1.0	1.0	974	tags=39%, list=31%, signal=56%	
GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP	GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP		30	0.4239009	1.1706637	0.222668	1.0	1.0	657	tags=37%, list=21%, signal=46%	
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN	GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN		42	0.4101861	1.1706588	0.21042085	1.0	1.0	1058	tags=50%, list=34%, signal=74%	
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN	GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN		52	0.39994344	1.1704987	0.2	1.0	1.0	1072	tags=42%, list=34%, signal=63%	
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN		29	0.4251937	1.170436	0.22822823	1.0	1.0	756	tags=31%, list=24%, signal=40%	
GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN	GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN		39	0.4140464	1.1704015	0.213	1.0	1.0	735	tags=36%, list=23%, signal=46%	
GSE3982_DC_VS_TH1_DN	GSE3982_DC_VS_TH1_DN		42	0.4124005	1.1693099	0.1931932	1.0	1.0	619	tags=26%, list=20%, signal=32%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP		49	0.396691	1.1689444	0.2122122	1.0	1.0	1067	tags=45%, list=34%, signal=67%	
GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP		37	0.4102113	1.1689055	0.22066198	1.0	1.0	612	tags=30%, list=19%, signal=36%	
GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_DN	GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_DN		16	0.4548718	1.1688569	0.25617284	1.0	1.0	1014	tags=50%, list=32%, signal=73%	
GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP	GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP		49	0.40195876	1.168762	0.203	1.0	1.0	519	tags=29%, list=16%, signal=34%	
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN	GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN		67	0.39312243	1.1687505	0.17	1.0	1.0	1096	tags=46%, list=35%, signal=69%	
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_DN	GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_DN		31	0.4193634	1.1686596	0.24224225	1.0	1.0	817	tags=42%, list=26%, signal=56%	
GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_DN	GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_DN		49	0.40011415	1.1676508	0.183	1.0	1.0	444	tags=24%, list=14%, signal=28%	
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP	GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP		36	0.40771276	1.1674044	0.221665	1.0	1.0	1047	tags=42%, list=33%, signal=62%	
GSE18148_CBFB_KO_VS_WT_TREG_UP	GSE18148_CBFB_KO_VS_WT_TREG_UP		26	0.42521074	1.1673446	0.2426989	1.0	1.0	1384	tags=69%, list=44%, signal=122%	
GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN	GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN		31	0.42280877	1.1670537	0.24096386	1.0	1.0	978	tags=45%, list=31%, signal=65%	
GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_UP	GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_UP		69	0.39107522	1.1669295	0.16	1.0	1.0	1022	tags=41%, list=32%, signal=59%	
GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN	GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN		26	0.42087883	1.1665822	0.25604838	1.0	1.0	712	tags=38%, list=23%, signal=49%	
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_IL23_TREATED_CD4_TCELL_DN	GSE23505_UNTREATED_VS_4DAY_IL6_IL1_IL23_TREATED_CD4_TCELL_DN		37	0.41220352	1.1663624	0.20862588	1.0	1.0	412	tags=27%, list=13%, signal=31%	
GSE4590_SMALL_VS_VPREB_POS_LARGE_PRE_BCELL_DN	GSE4590_SMALL_VS_VPREB_POS_LARGE_PRE_BCELL_DN		23	0.43314192	1.1662503	0.2431887	1.0	1.0	977	tags=48%, list=31%, signal=69%	
GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN	GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN		25	0.4287822	1.1660662	0.26331657	1.0	1.0	981	tags=48%, list=31%, signal=69%	
GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN		31	0.41924107	1.165969	0.23995984	1.0	1.0	1166	tags=52%, list=37%, signal=81%	
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_UP	GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_UP		34	0.41150716	1.1659139	0.216	1.0	1.0	637	tags=29%, list=20%, signal=36%	
GSE27786_LSK_VS_LIN_NEG_CELL_DN	GSE27786_LSK_VS_LIN_NEG_CELL_DN		37	0.41439295	1.1657807	0.23323323	1.0	1.0	786	tags=38%, list=25%, signal=50%	
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN		47	0.40130034	1.1657722	0.201	1.0	1.0	1206	tags=47%, list=38%, signal=75%	
GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP	GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP		24	0.42766538	1.1657636	0.24068479	1.0	1.0	805	tags=38%, list=25%, signal=50%	
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN		36	0.4086147	1.1656324	0.21342686	1.0	1.0	680	tags=31%, list=22%, signal=38%	
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN	GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN		34	0.41853008	1.1653984	0.23647295	1.0	1.0	894	tags=44%, list=28%, signal=61%	
GSE8678_IL7R_LOW_VS_HIGH_EFF_CD8_TCELL_DN	GSE8678_IL7R_LOW_VS_HIGH_EFF_CD8_TCELL_DN		56	0.39470363	1.1649187	0.204	1.0	1.0	1174	tags=52%, list=37%, signal=81%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_UP	GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_UP		31	0.41438803	1.1648033	0.2379518	1.0	1.0	967	tags=48%, list=31%, signal=69%	
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP	GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP		25	0.42676964	1.1645519	0.24722503	1.0	1.0	723	tags=28%, list=23%, signal=36%	
GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN	GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN		59	0.3938064	1.1643254	0.18218218	1.0	1.0	1184	tags=47%, list=37%, signal=75%	
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN		65	0.39231166	1.1642638	0.17	1.0	1.0	1404	tags=62%, list=44%, signal=109%	
GSE11386_NAIVE_VS_MEMORY_BCELL_DN	GSE11386_NAIVE_VS_MEMORY_BCELL_DN		55	0.39304265	1.1638275	0.189	1.0	1.0	1439	tags=60%, list=46%, signal=108%	
GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP		33	0.41800013	1.1636953	0.23223223	1.0	1.0	613	tags=36%, list=19%, signal=45%	
