NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN	GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN		58	0.41114447	1.2194097	0.121	1.0	1.0	1244	tags=55%, list=39%, signal=89%	
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN		48	0.41986135	1.2193335	0.115	1.0	1.0	941	tags=38%, list=30%, signal=53%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP		18	0.47095275	1.2192639	0.20368475	1.0	1.0	1166	tags=61%, list=37%, signal=96%	
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP	GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP		32	0.43691716	1.2192284	0.18336673	1.0	1.0	469	tags=28%, list=15%, signal=33%	
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_DN	GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_DN		18	0.47264346	1.2191938	0.19551934	1.0	1.0	1044	tags=56%, list=33%, signal=83%	
GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_DN	GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_DN		25	0.4488	1.218973	0.18787879	1.0	1.0	536	tags=28%, list=17%, signal=33%	
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN	GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN		24	0.45023358	1.2186351	0.19331984	1.0	1.0	1513	tags=79%, list=48%, signal=151%	
GSE34006_WT_VS_A2AR_KO_TREG_DN	GSE34006_WT_VS_A2AR_KO_TREG_DN		29	0.4369089	1.2183505	0.18574297	1.0	1.0	788	tags=38%, list=25%, signal=50%	
GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_UP	GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_UP		15	0.4796266	1.2181671	0.19358177	1.0	1.0	1140	tags=60%, list=36%, signal=93%	
GSE27786_CD8_TCELL_VS_NKCELL_UP	GSE27786_CD8_TCELL_VS_NKCELL_UP		56	0.41459948	1.2178036	0.118118115	1.0	1.0	546	tags=27%, list=17%, signal=32%	
GSE31622_WT_VS_KLF3_KO_BCELL_UP	GSE31622_WT_VS_KLF3_KO_BCELL_UP		26	0.43943864	1.2177562	0.20523138	1.0	1.0	172	tags=15%, list=5%, signal=16%	
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN		22	0.45618495	1.2175087	0.20020325	1.0	1.0	515	tags=27%, list=16%, signal=32%	
GSE30083_SP3_VS_SP4_THYMOCYTE_DN	GSE30083_SP3_VS_SP4_THYMOCYTE_DN		25	0.44523823	1.2173307	0.18668012	1.0	1.0	758	tags=36%, list=24%, signal=47%	
GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP	GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP		27	0.44048566	1.2169324	0.17688443	1.0	1.0	743	tags=33%, list=24%, signal=43%	
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP		39	0.42215508	1.216372	0.1544634	1.0	1.0	1089	tags=49%, list=34%, signal=73%	
GSE45365_WT_VS_IFNAR_KO_CD8A_DC_UP	GSE45365_WT_VS_IFNAR_KO_CD8A_DC_UP		40	0.42384794	1.2160408	0.13513513	1.0	1.0	876	tags=40%, list=28%, signal=55%	
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN	GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN		17	0.47107133	1.2158809	0.22075279	1.0	1.0	822	tags=41%, list=26%, signal=55%	
GSE6674_UNSTIM_VS_CPG_STIM_BCELL_UP	GSE6674_UNSTIM_VS_CPG_STIM_BCELL_UP		19	0.45940867	1.2156463	0.21063395	1.0	1.0	923	tags=47%, list=29%, signal=67%	
GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP	GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP		37	0.43296742	1.215493	0.153	1.0	1.0	1190	tags=51%, list=38%, signal=81%	
GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP	GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP		15	0.47747496	1.2152667	0.20083247	1.0	1.0	698	tags=40%, list=22%, signal=51%	
GSE33424_CD161_INT_VS_NEG_CD8_TCELL_DN	GSE33424_CD161_INT_VS_NEG_CD8_TCELL_DN		35	0.42817298	1.2152145	0.17269076	1.0	1.0	895	tags=46%, list=28%, signal=63%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN		19	0.4665928	1.2151027	0.2034588	1.0	1.0	579	tags=26%, list=18%, signal=32%	
GSE18893_TCONV_VS_TREG_2H_CULTURE_UP	GSE18893_TCONV_VS_TREG_2H_CULTURE_UP		41	0.42074612	1.2149609	0.15715715	1.0	1.0	1163	tags=56%, list=37%, signal=88%	
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN	GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN		17	0.46362114	1.2149466	0.23595506	1.0	1.0	1227	tags=65%, list=39%, signal=105%	
GSE24142_DN2_VS_DN3_THYMOCYTE_ADULT_DN	GSE24142_DN2_VS_DN3_THYMOCYTE_ADULT_DN		52	0.41312858	1.2147989	0.123	1.0	1.0	1328	tags=58%, list=42%, signal=98%	
GSE3982_MAC_VS_BCELL_UP	GSE3982_MAC_VS_BCELL_UP		21	0.46273	1.2146357	0.2	1.0	1.0	695	tags=38%, list=22%, signal=49%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP		45	0.4205781	1.2122556	0.16016015	1.0	1.0	702	tags=36%, list=22%, signal=45%	
GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TCONV_UP	GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TCONV_UP		27	0.44186142	1.2119409	0.18737476	1.0	1.0	809	tags=37%, list=26%, signal=49%	
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN		72	0.40374064	1.2118636	0.101	1.0	1.0	1036	tags=46%, list=33%, signal=67%	
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN		15	0.4774723	1.2113684	0.22245322	1.0	1.0	1239	tags=60%, list=39%, signal=98%	
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP	GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP		89	0.39470357	1.2112559	0.081	1.0	1.0	1137	tags=44%, list=36%, signal=67%	
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP		43	0.41922918	1.2112528	0.172	1.0	1.0	1381	tags=60%, list=44%, signal=106%	
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP		30	0.43331826	1.2094759	0.1839196	1.0	1.0	1240	tags=60%, list=39%, signal=98%	
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP		24	0.44575217	1.2092996	0.20260783	1.0	1.0	1219	tags=54%, list=39%, signal=88%	
GSE22432_CONVENTIONAL_CDC_VS_PLASMACYTOID_PDC_DN	GSE22432_CONVENTIONAL_CDC_VS_PLASMACYTOID_PDC_DN		36	0.42623046	1.2087431	0.15615615	1.0	1.0	1046	tags=47%, list=33%, signal=70%	
GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_DN		18	0.46304387	1.208693	0.21464904	1.0	1.0	1379	tags=72%, list=44%, signal=127%	
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP		33	0.42907336	1.208623	0.1743487	1.0	1.0	228	tags=15%, list=7%, signal=16%	
GSE13306_RA_VS_UNTREATED_TCONV_DN	GSE13306_RA_VS_UNTREATED_TCONV_DN		22	0.45147195	1.2085894	0.201417	1.0	1.0	902	tags=41%, list=29%, signal=57%	
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP		83	0.4006185	1.2081909	0.09	1.0	1.0	1211	tags=53%, list=38%, signal=84%	
GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP	GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP		38	0.42342097	1.2078651	0.167	1.0	1.0	1089	tags=47%, list=34%, signal=71%	
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN		25	0.4443131	1.2076025	0.20321931	1.0	1.0	771	tags=36%, list=24%, signal=47%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP		55	0.40927348	1.207216	0.128	1.0	1.0	940	tags=42%, list=30%, signal=59%	
GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP	GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP		25	0.44114855	1.207009	0.21875	1.0	1.0	1279	tags=64%, list=41%, signal=107%	
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_UP	GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_UP		15	0.47861713	1.2069783	0.2057911	1.0	1.0	525	tags=27%, list=17%, signal=32%	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_DN	GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_DN		32	0.42366874	1.2063895	0.1991992	1.0	1.0	947	tags=41%, list=30%, signal=57%	
GSE3982_BCELL_VS_NKCELL_DN	GSE3982_BCELL_VS_NKCELL_DN		24	0.44746187	1.2063191	0.20321931	1.0	1.0	695	tags=42%, list=22%, signal=53%	
GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN	GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN		43	0.41515404	1.2062984	0.168	1.0	1.0	789	tags=37%, list=25%, signal=49%	
GSE15330_WT_VS_IKAROS_KO_HSC_UP	GSE15330_WT_VS_IKAROS_KO_HSC_UP		38	0.42705938	1.206243	0.1678392	1.0	1.0	885	tags=42%, list=28%, signal=58%	
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN	KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN		64	0.4027054	1.205761	0.105	1.0	1.0	808	tags=38%, list=26%, signal=49%	
GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_DN	GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_DN		39	0.42404723	1.205594	0.16616617	1.0	1.0	449	tags=26%, list=14%, signal=30%	
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN		32	0.43413952	1.2054842	0.15778895	1.0	1.0	1182	tags=53%, list=37%, signal=84%	
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_DN	GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_DN		27	0.4335498	1.2052146	0.19879518	1.0	1.0	1025	tags=44%, list=32%, signal=65%	
GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN	GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN		41	0.42140025	1.2042319	0.174	1.0	1.0	1246	tags=56%, list=39%, signal=91%	
GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN	GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN		32	0.427344	1.2041291	0.17217217	1.0	1.0	675	tags=31%, list=21%, signal=39%	
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP		20	0.4469124	1.2036358	0.21413934	1.0	1.0	714	tags=40%, list=23%, signal=51%	
GSE44649_WT_VS_MIR155_KO_NAIVE_CD8_TCELL_UP	GSE44649_WT_VS_MIR155_KO_NAIVE_CD8_TCELL_UP		18	0.46464407	1.2034973	0.22335026	1.0	1.0	898	tags=39%, list=28%, signal=54%	
GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP	GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP		34	0.424508	1.2032655	0.18455367	1.0	1.0	1043	tags=44%, list=33%, signal=65%	
GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP	GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP		53	0.40999857	1.2029773	0.146	1.0	1.0	930	tags=38%, list=29%, signal=53%	
GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN	GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN		71	0.39959362	1.2027154	0.106	1.0	1.0	1439	tags=65%, list=46%, signal=116%	
GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_DN	GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_DN		25	0.4334123	1.2026087	0.22199798	1.0	1.0	614	tags=28%, list=19%, signal=34%	
GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_DN	GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_DN		25	0.43773672	1.2025812	0.21529175	1.0	1.0	666	tags=36%, list=21%, signal=45%	
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP		62	0.4042818	1.2016792	0.127	1.0	1.0	635	tags=32%, list=20%, signal=40%	
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP	GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP		30	0.43280372	1.2016792	0.19176707	1.0	1.0	395	tags=30%, list=13%, signal=34%	
GSE24142_DN2_VS_DN3_THYMOCYTE_UP	GSE24142_DN2_VS_DN3_THYMOCYTE_UP		22	0.43832126	1.2012419	0.23356926	1.0	1.0	538	tags=27%, list=17%, signal=33%	
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP		23	0.44360915	1.2007896	0.1987891	1.0	1.0	1055	tags=52%, list=33%, signal=78%	
GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_UP	GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_UP		21	0.4463716	1.2007134	0.20766129	1.0	1.0	870	tags=43%, list=28%, signal=59%	
GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN		20	0.45655838	1.200273	0.22492401	1.0	1.0	506	tags=35%, list=16%, signal=41%	
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP	GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP		44	0.41129452	1.2000196	0.158	1.0	1.0	1271	tags=50%, list=40%, signal=83%	
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP	GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP		43	0.41400406	1.1997702	0.18	1.0	1.0	362	tags=28%, list=11%, signal=31%	
GSE13229_IMM_VS_MATURE_NKCELL_UP	GSE13229_IMM_VS_MATURE_NKCELL_UP		44	0.41905385	1.1993821	0.17134269	1.0	1.0	701	tags=36%, list=22%, signal=46%	
GSE3982_BCELL_VS_TH1_UP	GSE3982_BCELL_VS_TH1_UP		35	0.42190802	1.1989522	0.18937875	1.0	1.0	537	tags=31%, list=17%, signal=37%	
GSE3982_NKCELL_VS_TH2_DN	GSE3982_NKCELL_VS_TH2_DN		38	0.41838765	1.198559	0.186	1.0	1.0	613	tags=29%, list=19%, signal=35%	
GSE16385_MONOCYTE_VS_MACROPHAGE_DN	GSE16385_MONOCYTE_VS_MACROPHAGE_DN		31	0.42428884	1.1982982	0.20020121	1.0	1.0	745	tags=35%, list=24%, signal=46%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP		55	0.40526402	1.1982522	0.156	1.0	1.0	1311	tags=58%, list=42%, signal=98%	
GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_UP	GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_UP		33	0.4303689	1.1980969	0.1921922	1.0	1.0	395	tags=24%, list=13%, signal=27%	
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN	GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN		27	0.43568078	1.1978501	0.2102102	1.0	1.0	329	tags=22%, list=10%, signal=25%	
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		33	0.42171934	1.197296	0.19959879	1.0	1.0	876	tags=36%, list=28%, signal=50%	
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_DN	GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_DN		55	0.40750477	1.1972631	0.146	1.0	1.0	447	tags=22%, list=14%, signal=25%	
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP	GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP		43	0.41233495	1.19701	0.18	1.0	1.0	700	tags=33%, list=22%, signal=41%	
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN		23	0.44892335	1.1969136	0.21414141	1.0	1.0	996	tags=52%, list=32%, signal=76%	
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN		40	0.42330775	1.1968855	0.16916917	1.0	1.0	934	tags=45%, list=30%, signal=63%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_UP	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_UP		48	0.40954632	1.1964685	0.164	1.0	1.0	958	tags=40%, list=30%, signal=56%	
GSE27786_NKCELL_VS_NEUTROPHIL_UP	GSE27786_NKCELL_VS_NEUTROPHIL_UP		49	0.41595408	1.1962283	0.154	1.0	1.0	1095	tags=49%, list=35%, signal=74%	
GSE33292_DN3_THYMOCYTE_VS_TCELL_LYMPHOMA_FROM_TCF1_KO_DN	GSE33292_DN3_THYMOCYTE_VS_TCELL_LYMPHOMA_FROM_TCF1_KO_DN		24	0.44074252	1.1961032	0.21580547	1.0	1.0	489	tags=25%, list=15%, signal=29%	
GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_DN	GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_DN		40	0.42125836	1.1959047	0.19	1.0	1.0	631	tags=30%, list=20%, signal=37%	
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN		39	0.41804215	1.1958189	0.179	1.0	1.0	978	tags=44%, list=31%, signal=62%	
GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP		36	0.42258027	1.1955292	0.16833667	1.0	1.0	832	tags=36%, list=26%, signal=48%	
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN	GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN		29	0.4324587	1.195445	0.20941883	1.0	1.0	1282	tags=66%, list=41%, signal=109%	
GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_UP	GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_UP		19	0.4592757	1.1954304	0.22857143	1.0	1.0	486	tags=32%, list=15%, signal=37%	
GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_UP	GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_UP		23	0.43646622	1.1954092	0.23030303	1.0	1.0	316	tags=22%, list=10%, signal=24%	
GSE3982_DC_VS_BASOPHIL_UP	GSE3982_DC_VS_BASOPHIL_UP		29	0.4247747	1.1954027	0.20804021	1.0	1.0	875	tags=41%, list=28%, signal=57%	
GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP	GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP		45	0.41576713	1.1952839	0.156	1.0	1.0	1197	tags=56%, list=38%, signal=88%	
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN		22	0.44654095	1.1948977	0.2284264	1.0	1.0	570	tags=27%, list=18%, signal=33%	
GSE2405_0H_VS_1.5H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	GSE2405_0H_VS_1.5H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN		52	0.40560377	1.1946292	0.17	1.0	1.0	914	tags=40%, list=29%, signal=56%	
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP		31	0.42496583	1.1944547	0.2006018	1.0	1.0	630	tags=26%, list=20%, signal=32%	
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_DN	GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_DN		58	0.40295342	1.1941199	0.147	1.0	1.0	1241	tags=52%, list=39%, signal=84%	
GSE7852_LN_VS_FAT_TCONV_UP	GSE7852_LN_VS_FAT_TCONV_UP		61	0.40356192	1.1940787	0.131	1.0	1.0	1090	tags=46%, list=35%, signal=69%	
GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_DN	GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_DN		23	0.4465427	1.1937901	0.22626263	1.0	1.0	1228	tags=61%, list=39%, signal=99%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN		21	0.44998628	1.193701	0.22833844	1.0	1.0	1407	tags=71%, list=45%, signal=128%	
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_UP	GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_UP		56	0.4043141	1.1931771	0.154	1.0	1.0	1308	tags=57%, list=41%, signal=96%	
GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN		47	0.40832993	1.1931549	0.167	1.0	1.0	1106	tags=45%, list=35%, signal=68%	
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	GSE10325_MYELOID_VS_LUPUS_MYELOID_UP		28	0.4289835	1.1928164	0.19455644	1.0	1.0	773	tags=36%, list=24%, signal=47%	
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP	GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP		57	0.40276778	1.1925937	0.157	1.0	1.0	1033	tags=47%, list=33%, signal=69%	
GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN	GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN		28	0.4314897	1.192573	0.21485944	1.0	1.0	952	tags=43%, list=30%, signal=61%	
GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN	GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN		44	0.4131033	1.1919562	0.179	1.0	1.0	847	tags=41%, list=27%, signal=55%	
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP	GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP		21	0.44710648	1.1917608	0.22290389	1.0	1.0	1367	tags=67%, list=43%, signal=117%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN		24	0.43999112	1.1909951	0.2225579	1.0	1.0	825	tags=38%, list=26%, signal=50%	
GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP	GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP		20	0.45165876	1.1907542	0.23517382	1.0	1.0	608	tags=35%, list=19%, signal=43%	
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN	GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN		32	0.42351574	1.1902319	0.21464393	1.0	1.0	949	tags=44%, list=30%, signal=62%	
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP		65	0.40115738	1.1895221	0.145	1.0	1.0	1477	tags=66%, list=47%, signal=122%	
